"year","week","zone","spp","abund","mosq","n_trap","mosq_G","mosq_L","n_pools","n_pos_pools","pir","pir_lci","pir_uci","pools_G","pools_L","pos_pools_G","pos_pools_L","trap_L","vi","vi_lci","vi_uci"
2022,33,"NE","All",174.2,1742,10,157,1742,51,8,0.0046,0.0015,0.0111,7,44,4,4,20,0.7941,0.2563,1.9265
2022,33,"NE","Pipiens",95.5,955,10,149,955,29,4,0.0037,0.0012,0.0088,5,24,4,0,10,0.3534,0.1146,0.8404
2022,33,"NE","Tarsalis",78.7,787,10,8,787,22,4,0.0056,0.0018,0.0138,2,20,0,4,10,0.4407,0.1417,1.0861
2022,33,"NW","All",25.67,231,9,15,256,20,1,0.004,2e-04,0.0303,2,18,0,1,18,0.1126,0.0069,0.8619
2022,33,"NW","Pipiens",10.78,97,9,15,100,11,0,0,0,0.0261,2,9,0,0,9,0,0,0.29
2022,33,"NW","Tarsalis",14.89,134,9,0,156,9,1,0.0065,4e-04,0.033,0,9,0,1,9,0.1126,0.0069,0.5719
2022,33,"SE","All",91.33,1370,15,54,1370,47,5,0.0036,8e-04,0.0108,4,43,1,4,30,0.332,0.0754,0.9857
2022,33,"SE","Pipiens",42.4,636,15,53,636,25,3,0.0046,0.0012,0.0124,3,22,1,2,15,0.195,0.0509,0.5258
2022,33,"SE","Tarsalis",48.93,734,15,1,734,22,2,0.0028,5e-04,0.0094,1,21,0,2,15,0.137,0.0245,0.4599
2022,33,"SW","All",40.67,366,9,40,341,20,1,0.0022,1e-04,0.0208,1,19,1,0,18,0.0844,0.0044,0.7878
2022,33,"SW","Pipiens",11.44,103,9,40,100,9,1,0.0076,4e-04,0.0403,1,8,1,0,9,0.0844,0.0044,0.4477
2022,33,"SW","Tarsalis",29.22,263,9,0,241,11,0,0,0,0.0127,0,11,0,0,9,0,0,0.3401
2022,34,"BC","All",7.2,36,5,0,36,5,0,0,0,0.0692,0,5,0,0,5,0,0,0.4982
2022,34,"BC","Tarsalis",7.2,36,5,0,36,5,0,0,0,0.0692,0,5,0,0,5,0,0,0.4982
2022,34,"BE","All",37.6,188,5,0,188,9,0,0,0,0.0274,0,9,0,0,10,0,0,1.0293
2022,34,"BE","Pipiens",8.6,43,5,0,43,4,0,0,0,0.0573,0,4,0,0,5,0,0,0.4928
2022,34,"BE","Tarsalis",29,145,5,0,145,5,0,0,0,0.0185,0,5,0,0,5,0,0,0.5365
2022,34,"FC","All",83.46,5678,NA,754,4924,191,23,0.0046,0.0026,0.0078,22,169,5,18,118,0.3853,0.2137,0.6487
2022,34,"FC","Pipiens",41.32,3189,NA,751,2438,105,9,0.003,0.0015,0.0054,20,85,5,4,59,0.124,0.062,0.2231
2022,34,"FC","Tarsalis",42.14,2489,NA,3,2486,86,14,0.0062,0.0036,0.0101,2,84,0,14,59,0.2613,0.1517,0.4256
2022,34,"LV","All",48.32,1788,37,0,656,21,3,0.0047,7e-04,0.0185,0,21,0,3,12,0.5134,0.0757,2.0254
2022,34,"LV","Pipiens",15.92,589,37,0,227,9,1,0.0045,3e-04,0.0233,0,9,0,1,6,0.1702,0.0113,0.8814
2022,34,"LV","Tarsalis",32.41,1199,37,0,429,12,2,0.0048,9e-04,0.016,0,12,0,2,6,0.3432,0.0644,1.144
2022,34,"NE","All",221.2,2212,10,122,2212,62,6,0.0031,0.0013,0.0081,7,55,0,6,20,0.6954,0.2928,1.7971
2022,34,"NE","Pipiens",148,1480,10,119,1480,40,0,0,0,0.0023,5,35,0,0,10,0,0,0.3404
2022,34,"NE","Tarsalis",73.2,732,10,3,732,22,6,0.0095,0.004,0.0199,2,20,0,6,10,0.6954,0.2928,1.4567
2022,34,"NW","All",57.78,520,9,69,560,25,3,0.0046,8e-04,0.0168,2,23,0,3,18,0.2878,0.0467,1.0424
2022,34,"NW","Pipiens",14.89,134,9,69,140,11,1,0.0047,3e-04,0.0232,2,9,0,1,9,0.0731,0.0047,0.361
2022,34,"NW","Tarsalis",42.89,386,9,0,420,14,2,0.0046,9e-04,0.0146,0,14,0,2,9,0.2147,0.042,0.6814
2022,34,"SE","All",62.14,870,14,273,870,42,5,0.0045,0.001,0.0136,7,35,1,4,30,0.2637,0.0573,0.7906
2022,34,"SE","Pipiens",29.07,407,14,273,407,25,3,0.0046,0.0012,0.0123,7,18,1,2,15,0.1248,0.0326,0.3337
2022,34,"SE","Tarsalis",33.07,463,14,0,463,17,2,0.0045,8e-04,0.0148,0,17,0,2,15,0.1389,0.0247,0.4569
2022,34,"SW","All",49.11,442,9,290,402,27,6,0.0097,0.0023,0.0302,6,21,4,2,18,0.4325,0.1044,1.3479
2022,34,"SW","Pipiens",16.33,147,9,290,141,16,4,0.0115,0.0037,0.0292,6,10,4,0,9,0.1802,0.058,0.4576
2022,34,"SW","Tarsalis",32.78,295,9,0,261,11,2,0.0087,0.0016,0.0307,0,11,0,2,9,0.2523,0.0464,0.8903
2022,35,"BC","All",11,33,3,0,33,5,0,0,0,0.1289,0,5,0,0,8,0,0,1.0631
2022,35,"BC","Pipiens",7.67,23,3,0,23,3,0,0,0,0.1019,0,3,0,0,4,0,0,0.5859
2022,35,"BC","Tarsalis",3.33,10,3,0,10,2,0,0,0,0.1909,0,2,0,0,4,0,0,0.4772
2022,35,"BE","All",32.8,164,5,0,164,10,1,0.0049,4e-04,0.0385,0,10,0,1,10,0.1622,0.0122,1.2635
2022,35,"BE","Pipiens",10.2,51,5,0,51,5,1,0.0159,0.0012,0.0707,0,5,0,1,5,0.1622,0.0122,0.7211
2022,35,"BE","Tarsalis",22.6,113,5,0,113,5,0,0,0,0.024,0,5,0,0,5,0,0,0.5424
2022,35,"FC","All",33.33,2390,NA,457,1933,135,23,0.0117,0.0063,0.0204,17,118,7,16,116,0.3894,0.2097,0.6789
2022,35,"FC","Pipiens",18.16,1508,NA,455,1053,75,12,0.0095,0.0052,0.0165,15,60,6,6,58,0.1725,0.0944,0.2996
2022,35,"FC","Tarsalis",15.17,882,NA,2,880,60,11,0.0143,0.0076,0.025,2,58,1,10,58,0.2169,0.1153,0.3793
2022,35,"LV","All",22.47,764,34,0,268,13,3,0.0142,0.0039,0.051,0,13,0,3,12,0.636,0.1723,2.2755
2022,35,"LV","Pipiens",10.38,353,34,0,80,6,0,0,0,0.0278,0,6,0,0,6,0,0,0.3706
2022,35,"LV","Tarsalis",12.09,411,34,0,188,7,3,0.0203,0.0055,0.0608,0,7,0,3,6,0.636,0.1723,1.9049
2022,35,"NE","All",41.2,412,10,124,412,28,4,0.0082,0.0017,0.0281,6,22,2,2,20,0.3387,0.0689,1.1597
2022,35,"NE","Pipiens",30.2,302,10,123,302,17,3,0.0079,0.0021,0.0219,5,12,2,1,10,0.2386,0.0634,0.6614
2022,35,"NE","Tarsalis",11,110,10,1,110,11,1,0.0091,5e-04,0.0453,1,10,0,1,10,0.1001,0.0055,0.4983
2022,35,"NW","All",16.67,150,9,42,161,19,2,0.0114,0.0026,0.0455,3,16,1,1,18,0.2038,0.0459,0.8136
2022,35,"NW","Pipiens",6.22,56,9,41,65,9,0,0,0,0.0283,2,7,0,0,9,0,0,0.2043
2022,35,"NW","Tarsalis",10.44,94,9,1,96,10,2,0.0191,0.0043,0.0571,1,9,1,1,9,0.2038,0.0459,0.6093
2022,35,"SE","All",48.27,724,15,187,724,41,10,0.0145,0.0054,0.0335,5,36,2,8,30,0.7023,0.2609,1.6173
2022,35,"SE","Pipiens",30.67,460,15,187,460,25,5,0.0093,0.0034,0.0214,5,20,2,3,15,0.2852,0.1043,0.6563
2022,35,"SE","Tarsalis",17.6,264,15,0,264,16,5,0.0237,0.0089,0.0546,0,16,0,5,15,0.4171,0.1566,0.961
2022,35,"SW","All",20.22,182,9,104,171,19,3,0.0118,0.0029,0.0625,3,16,2,1,18,0.224,0.056,1.1881
2022,35,"SW","Pipiens",9,81,9,104,72,10,3,0.028,0.007,0.1085,3,7,2,1,9,0.224,0.056,0.868
2022,35,"SW","Tarsalis",11.22,101,9,0,99,9,0,0,0,0.0291,0,9,0,0,9,0,0,0.3201
2022,36,"BC","All",6.67,20,3,0,20,5,0,0,0,0.2023,0,5,0,0,8,0,0,1.0114
2022,36,"BC","Pipiens",2.33,7,3,0,7,2,0,0,0,0.2624,0,2,0,0,4,0,0,0.4592
2022,36,"BC","Tarsalis",4.33,13,3,0,13,3,0,0,0,0.1699,0,3,0,0,4,0,0,0.5522
2022,36,"FC","All",23.71,1491,NA,234,1257,112,5,0.0034,9e-04,0.0103,15,97,3,2,106,0.0812,0.0225,0.2449
2022,36,"FC","Pipiens",17.77,1170,NA,228,942,63,4,0.0035,0.0012,0.0084,10,53,3,1,53,0.0622,0.0213,0.1493
2022,36,"FC","Tarsalis",5.94,321,NA,6,315,49,1,0.0032,2e-04,0.0161,5,44,0,1,53,0.019,0.0012,0.0956
2022,36,"LV","All",37,222,6,0,172,8,1,0.0063,4e-04,0.0512,0,8,0,1,12,0.1812,0.0101,1.4681
2022,36,"LV","Pipiens",21.17,127,6,0,96,4,0,0,0,0.0254,0,4,0,0,6,0,0,0.4064
2022,36,"LV","Tarsalis",15.83,95,6,0,76,4,1,0.0143,8e-04,0.0838,0,4,0,1,6,0.1812,0.0101,1.0617
2022,36,"NE","All",67,603,9,95,603,32,1,0.0014,1e-04,0.0117,7,25,1,0,20,0.0819,0.0048,0.7061
2022,36,"NE","Pipiens",53.56,482,9,91,482,20,1,0.0017,1e-04,0.0085,4,16,1,0,10,0.0819,0.0048,0.4097
2022,36,"NE","Tarsalis",13.44,121,9,4,121,12,0,0,0,0.0245,3,9,0,0,10,0,0,0.2964
2022,36,"NW","All",7.25,58,8,29,56,17,1,0.0093,5e-04,0.0918,3,14,1,0,18,0.0578,0.0034,0.5709
2022,36,"NW","Pipiens",4.12,33,8,28,31,9,1,0.0168,0.001,0.0811,2,7,1,0,9,0.0578,0.0034,0.279
2022,36,"NW","Tarsalis",3.12,25,8,1,25,8,0,0,0,0.105,1,7,0,0,9,0,0,0.2919
2022,36,"SE","All",24.93,374,15,84,374,36,2,0.0044,8e-04,0.0226,4,32,1,1,30,0.1088,0.0209,0.5639
2022,36,"SE","Pipiens",20.93,314,15,83,314,20,2,0.0052,0.001,0.0171,3,17,1,1,15,0.1088,0.0209,0.3579
2022,36,"SE","Tarsalis",4,60,15,1,60,16,0,0,0,0.0515,1,15,0,0,15,0,0,0.206
2022,36,"SW","All",5,30,6,26,32,14,0,0,0,0.0977,1,13,0,0,18,0,0,0.3469
2022,36,"SW","Pipiens",1.67,10,6,26,12,8,0,0,0,0.0575,1,7,0,0,9,0,0,0.0765
2022,36,"SW","Tarsalis",3.33,20,6,0,20,6,0,0,0,0.1218,0,6,0,0,9,0,0,0.2704
2022,37,"BC","All",8,24,3,0,24,5,0,0,0,0.1699,0,5,0,0,8,0,0,1.0191
2022,37,"BC","Pipiens",3.33,10,3,0,10,2,0,0,0,0.1849,0,2,0,0,4,0,0,0.4623
2022,37,"BC","Tarsalis",4.67,14,3,0,14,3,0,0,0,0.1591,0,3,0,0,4,0,0,0.5568
2022,37,"FC","All",37.71,1966,NA,194,1772,112,5,0.0026,0.001,0.0077,13,99,2,3,94,0.0964,0.0379,0.2897
2022,37,"FC","Pipiens",34.43,1810,NA,192,1618,75,5,0.0028,0.0011,0.0063,11,64,2,3,47,0.0964,0.0379,0.2169
2022,37,"FC","Tarsalis",3.28,156,NA,2,154,37,0,0,0,0.0222,2,35,0,0,47,0,0,0.0728
2022,37,"NE","All",120.6,1206,10,123,1206,45,4,0.0031,0.0011,0.0098,7,38,1,3,20,0.3702,0.1273,1.1859
2022,37,"NE","Pipiens",115.7,1157,10,121,1157,33,4,0.0032,0.0011,0.0077,5,28,1,3,10,0.3702,0.1273,0.8909
2022,37,"NE","Tarsalis",4.9,49,10,2,49,12,0,0,0,0.0602,2,10,0,0,10,0,0,0.295
2022,37,"NW","All",4.67,42,9,6,42,15,0,0,0,0.1116,2,13,0,0,18,0,0,0.5202
2022,37,"NW","Pipiens",3.67,33,9,6,31,10,0,0,0,0.0761,2,8,0,0,9,0,0,0.2618
2022,37,"NW","Tarsalis",1,9,9,0,11,5,0,0,0,0.2118,0,5,0,0,9,0,0,0.2584
2022,37,"SE","All",28.93,434,15,39,434,33,1,0.0021,1e-04,0.0168,3,30,1,0,30,0.0606,0.0026,0.4856
2022,37,"SE","Pipiens",26.33,395,15,39,395,22,1,0.0023,1e-04,0.0109,3,19,1,0,15,0.0606,0.0026,0.287
2022,37,"SE","Tarsalis",2.6,39,15,0,39,11,0,0,0,0.0764,0,11,0,0,15,0,0,0.1986
2022,37,"SW","All",9.43,66,7,26,66,14,0,0,0,0.0539,1,13,0,0,18,0,0,0.3958
2022,37,"SW","Pipiens",3.29,23,7,26,25,8,0,0,0,0.0492,1,7,0,0,9,0,0,0.1368
2022,37,"SW","Tarsalis",6.14,43,7,0,41,6,0,0,0,0.0568,0,6,0,0,9,0,0,0.259
2023,23,"BE","All",12.8,64,5,0,64,5,0,0,0,0.0416,0,5,0,0,5,0,0,0.5325
2023,23,"BE","Tarsalis",12.8,64,5,0,64,5,0,0,0,0.0416,0,5,0,0,5,0,0,0.5325
2023,23,"FC","All",8.05,459,NA,24,435,78,0,0,0,0.0135,9,69,0,0,108,0,0,0.1084
2023,23,"FC","Pipiens",0.94,72,NA,21,51,30,0,0,0,0.0472,7,23,0,0,54,0,0,0.0444
2023,23,"FC","Tarsalis",7.11,387,NA,3,384,48,0,0,0,0.009,2,46,0,0,54,0,0,0.064
2023,23,"LV","All",11.32,317,28,0,157,9,0,0,0,0.0272,0,9,0,0,12,0,0,0.7108
2023,23,"LV","Pipiens",0.89,25,28,0,5,2,0,0,0,0.3193,0,2,0,0,6,0,0,0.265
2023,23,"LV","Tarsalis",10.43,292,28,0,152,7,0,0,0,0.0176,0,7,0,0,6,0,0,0.4458
2023,23,"NE","All",2.5,10,4,8,10,10,0,0,0,0.2633,4,6,0,0,20,0,0,0.2633
2023,23,"NE","Pipiens",0.75,3,4,6,3,5,0,0,0,0.2633,3,2,0,0,10,0,0,0.079
2023,23,"NE","Tarsalis",1.75,7,4,2,7,5,0,0,0,0.2633,1,4,0,0,10,0,0,0.1843
2023,23,"NW","All",6.88,55,8,2,52,15,0,0,0,0.0949,2,13,0,0,18,0,0,0.5488
2023,23,"NW","Pipiens",2,16,8,2,15,8,0,0,0,0.1603,2,6,0,0,9,0,0,0.2677
2023,23,"NW","Tarsalis",4.88,39,8,0,37,7,0,0,0,0.0684,0,7,0,0,9,0,0,0.2811
2023,23,"SE","All",5.67,85,15,12,85,24,0,0,0,0.0528,2,22,0,0,30,0,0,0.2991
2023,23,"SE","Pipiens",0.8,12,15,11,12,8,0,0,0,0.1102,1,7,0,0,15,0,0,0.0882
2023,23,"SE","Tarsalis",4.87,73,15,1,73,16,0,0,0,0.0433,1,15,0,0,15,0,0,0.2109
2023,23,"SW","All",9.14,64,7,2,67,15,0,0,0,0.075,1,14,0,0,18,0,0,0.5586
2023,23,"SW","Pipiens",2.14,15,7,2,16,7,0,0,0,0.1466,1,6,0,0,9,0,0,0.2609
2023,23,"SW","Tarsalis",7,49,7,0,51,8,0,0,0,0.0525,0,8,0,0,9,0,0,0.2977
2023,24,"BE","All",11.6,58,5,0,58,8,0,0,0,0.073,0,8,0,0,10,0,0,0.8466
2023,24,"BE","Pipiens",0.8,4,5,0,4,3,0,0,0,0.4507,0,3,0,0,5,0,0,0.3606
2023,24,"BE","Tarsalis",10.8,54,5,0,54,5,0,0,0,0.045,0,5,0,0,5,0,0,0.486
2023,24,"FC","All",9.45,580,NA,70,510,83,0,0,0,0.01,5,78,0,0,108,0,0,0.0945
2023,24,"FC","Pipiens",1.28,139,NA,70,69,38,0,0,0,0.0234,5,33,0,0,54,0,0,0.03
2023,24,"FC","Tarsalis",8.17,441,NA,0,441,45,0,0,0,0.0079,0,45,0,0,54,0,0,0.0645
2023,24,"LV","All",12.31,431,35,0,192,10,0,0,0,0.023,0,10,0,0,12,0,0,0.7353
2023,24,"LV","Pipiens",1.26,44,35,0,7,2,0,0,0,0.2306,0,2,0,0,6,0,0,0.2698
2023,24,"LV","Tarsalis",11.06,387,35,0,185,8,0,0,0,0.0151,0,8,0,0,6,0,0,0.4655
2023,24,"NE","All",4.5,27,6,0,27,11,0,0,0,0.1782,0,11,0,0,20,0,0,0.4811
2023,24,"NE","Pipiens",1.17,7,6,0,7,5,0,0,0,0.3181,0,5,0,0,10,0,0,0.2227
2023,24,"NE","Tarsalis",3.33,20,6,0,20,6,0,0,0,0.1292,0,6,0,0,10,0,0,0.2584
2023,24,"NW","All",5.57,39,7,2,38,14,0,0,0,0.1256,1,13,0,0,18,0,0,0.5301
2023,24,"NW","Pipiens",2.57,18,7,2,18,8,0,0,0,0.1382,1,7,0,0,9,0,0,0.2764
2023,24,"NW","Tarsalis",3,21,7,0,20,6,0,0,0,0.1143,0,6,0,0,9,0,0,0.2537
2023,24,"SE","All",10.38,135,13,41,135,28,0,0,0,0.0296,3,25,0,0,30,0,0,0.2668
2023,24,"SE","Pipiens",1.69,22,13,41,22,15,0,0,0,0.0432,3,12,0,0,15,0,0,0.0635
2023,24,"SE","Tarsalis",8.69,113,13,0,113,13,0,0,0,0.027,0,13,0,0,15,0,0,0.2033
2023,24,"SW","All",8.43,59,7,27,60,12,0,0,0,0.0512,1,11,0,0,18,0,0,0.3412
2023,24,"SW","Pipiens",1.57,11,7,27,11,5,0,0,0,0.0549,1,4,0,0,9,0,0,0.067
2023,24,"SW","Tarsalis",6.86,48,7,0,49,7,0,0,0,0.0504,0,7,0,0,9,0,0,0.2742
2023,25,"BC","All",24,120,5,0,120,5,0,0,0,0.0221,0,5,0,0,5,0,0,0.5304
2023,25,"BC","Tarsalis",24,120,5,0,120,5,0,0,0,0.0221,0,5,0,0,5,0,0,0.5304
2023,25,"BE","All",98,490,5,0,490,15,0,0,0,0.0107,0,15,0,0,10,0,0,1.0489
2023,25,"BE","Pipiens",1.4,7,5,0,7,3,0,0,0,0.28,0,3,0,0,5,0,0,0.392
2023,25,"BE","Tarsalis",96.6,483,5,0,483,12,0,0,0,0.0068,0,12,0,0,5,0,0,0.6569
2023,25,"FC","All",33.75,2075,NA,84,1991,123,0,0,0,0.0029,11,112,0,0,118,0,0,0.0969
2023,25,"FC","Pipiens",1.97,197,NA,81,116,45,0,0,0,0.0169,9,36,0,0,59,0,0,0.0333
2023,25,"FC","Tarsalis",31.78,1878,NA,3,1875,78,0,0,0,0.002,2,76,0,0,59,0,0,0.0636
2023,25,"LV","All",45.18,1536,34,0,571,15,0,0,0,0.0092,0,15,0,0,12,0,0,0.8798
2023,25,"LV","Pipiens",1.74,59,34,0,10,2,0,0,0,0.1909,0,2,0,0,6,0,0,0.3188
2023,25,"LV","Tarsalis",43.44,1477,34,0,561,13,0,0,0,0.006,0,13,0,0,6,0,0,0.561
2023,25,"NE","All",14.7,147,10,7,147,19,0,0,0,0.0351,2,17,0,0,20,0,0,0.5155
2023,25,"NE","Pipiens",2.1,21,10,7,21,9,0,0,0,0.1045,2,7,0,0,10,0,0,0.2194
2023,25,"NE","Tarsalis",12.6,126,10,0,126,10,0,0,0,0.0235,0,10,0,0,10,0,0,0.2961
2023,25,"NW","All",20.25,162,8,7,168,18,0,0,0,0.0316,2,16,0,0,18,0,0,0.5898
2023,25,"NW","Pipiens",4.88,39,8,7,45,10,0,0,0,0.057,2,8,0,0,9,0,0,0.285
2023,25,"NW","Tarsalis",15.38,123,8,0,123,8,0,0,0,0.0223,0,8,0,0,9,0,0,0.3048
2023,25,"SE","All",29.2,438,15,69,438,36,0,0,0,0.0088,6,30,0,0,30,0,0,0.257
2023,25,"SE","Pipiens",1.27,19,15,66,19,15,0,0,0,0.0287,4,11,0,0,15,0,0,0.0364
2023,25,"SE","Tarsalis",27.93,419,15,3,419,21,0,0,0,0.0079,2,19,0,0,15,0,0,0.2206
2023,25,"SW","All",7,63,9,1,57,15,0,0,0,0.0903,1,14,0,0,18,0,0,0.5724
2023,25,"SW","Pipiens",2.22,20,9,1,14,6,0,0,0,0.154,1,5,0,0,9,0,0,0.2402
2023,25,"SW","Tarsalis",4.78,43,9,0,43,9,0,0,0,0.0695,0,9,0,0,9,0,0,0.3322
2023,26,"BC","All",45,225,5,0,225,5,0,0,0,0.0125,0,5,0,0,5,0,0,0.5625
2023,26,"BC","Tarsalis",45,225,5,0,225,5,0,0,0,0.0125,0,5,0,0,5,0,0,0.5625
2023,26,"BE","All",848.8,4244,5,0,622,15,0,0,0,0.0079,0,15,0,0,10,0,0,0.9857
2023,26,"BE","Pipiens",4,20,5,0,5,2,0,0,0,0.3193,0,2,0,0,5,0,0,0.3193
2023,26,"BE","Tarsalis",844.8,4224,5,0,617,13,0,0,0,0.0054,0,13,0,0,5,0,0,0.6664
2023,26,"FC","All",157.02,9455,NA,191,9264,249,1,1e-04,0,7e-04,13,236,0,1,118,0.0152,0,0.1127
2023,26,"FC","Pipiens",4.75,464,NA,184,280,38,0,0,0,0.0077,10,28,0,0,59,0,0,0.0366
2023,26,"FC","Tarsalis",152.27,8991,NA,7,8984,211,1,1e-04,0,5e-04,3,208,0,1,59,0.0152,0,0.0761
2023,26,"LV","All",237.59,8791,37,0,1780,40,0,0,0,0.0032,0,40,0,0,12,0,0,0.9381
2023,26,"LV","Pipiens",4.3,159,37,0,21,2,0,0,0,0.0921,0,2,0,0,6,0,0,0.3224
2023,26,"LV","Tarsalis",233.3,8632,37,0,1759,38,0,0,0,0.0021,0,38,0,0,6,0,0,0.6157
2023,26,"NE","All",128.5,1285,10,68,1285,41,0,0,0,0.0042,4,37,0,0,20,0,0,0.5435
2023,26,"NE","Pipiens",10,100,10,68,100,12,0,0,0,0.0188,4,8,0,0,10,0,0,0.188
2023,26,"NE","Tarsalis",118.5,1185,10,0,1185,29,0,0,0,0.003,0,29,0,0,10,0,0,0.3555
2023,26,"NW","All",126.67,1140,9,25,1175,35,0,0,0,0.0042,2,33,0,0,18,0,0,0.5475
2023,26,"NW","Pipiens",3.33,30,9,25,28,6,0,0,0,0.049,2,4,0,0,9,0,0,0.1524
2023,26,"NW","Tarsalis",123.33,1110,9,0,1147,29,0,0,0,0.0031,0,29,0,0,9,0,0,0.3951
2023,26,"SE","All",222.87,3343,15,77,3343,86,1,3e-04,0,0.002,5,81,0,1,30,0.0653,0,0.4356
2023,26,"SE","Pipiens",5.33,80,15,71,80,10,0,0,0,0.0205,3,7,0,0,15,0,0,0.1093
2023,26,"SE","Tarsalis",217.53,3263,15,6,3263,76,1,3e-04,0,0.0015,2,74,0,1,15,0.0653,0,0.3263
2023,26,"SW","All",108.62,869,8,21,834,27,0,0,0,0.0063,2,25,0,0,18,0,0,0.5856
2023,26,"SW","Pipiens",5.5,44,8,20,46,6,0,0,0,0.0392,1,5,0,0,9,0,0,0.2003
2023,26,"SW","Tarsalis",103.12,825,8,1,788,21,0,0,0,0.0044,1,20,0,0,9,0,0,0.3853
2023,27,"BC","All",68.6,343,5,0,343,7,0,0,0,0.0089,0,7,0,0,5,0,0,0.6105
2023,27,"BC","Tarsalis",68.6,343,5,0,343,7,0,0,0,0.0089,0,7,0,0,5,0,0,0.6105
2023,27,"BE","All",712.4,3562,5,0,706,16,2,0.003,2e-04,0.0136,0,16,0,2,10,0.4199,0.0276,1.9209
2023,27,"BE","Pipiens",1.2,6,5,0,6,2,1,0.1866,0.0113,0.7841,0,2,0,1,5,0.2239,0.0136,0.9409
2023,27,"BE","Tarsalis",711.2,3556,5,0,700,14,1,0.0014,1e-04,0.007,0,14,0,1,5,0.196,0.014,0.98
2023,27,"FC","All",209.07,12448,NA,113,12335,310,8,6e-04,3e-04,0.0015,13,297,0,8,118,0.1344,0.0613,0.3056
2023,27,"FC","Pipiens",6.92,514,NA,106,408,43,1,0.0019,1e-04,0.0091,10,33,0,1,59,0.0131,7e-04,0.063
2023,27,"FC","Tarsalis",202.15,11934,NA,7,11927,267,7,6e-04,3e-04,0.0012,3,264,0,7,59,0.1213,0.0606,0.2426
2023,27,"LV","All",501.34,14539,29,0,3334,70,2,6e-04,1e-04,0.0026,0,70,0,2,12,0.3233,0.0539,1.448
2023,27,"LV","Pipiens",7.31,212,29,0,101,4,0,0,0,0.022,0,4,0,0,6,0,0,0.3703
2023,27,"LV","Tarsalis",494.03,14327,29,0,3233,66,2,6e-04,1e-04,0.002,0,66,0,2,6,0.3233,0.0539,1.0777
2023,27,"NE","All",204.3,2043,10,35,2043,58,0,0,0,0.0029,6,52,0,0,20,0,0,0.5953
2023,27,"NE","Pipiens",11.1,111,10,29,109,11,0,0,0,0.0209,4,7,0,0,10,0,0,0.2278
2023,27,"NE","Tarsalis",193.2,1932,10,6,1934,47,0,0,0,0.0019,2,45,0,0,10,0,0,0.3675
2023,27,"NW","All",28.56,257,9,3,269,16,0,0,0,0.0216,1,15,0,0,18,0,0,0.6457
2023,27,"NW","Pipiens",7.33,66,9,3,72,7,0,0,0,0.0383,1,6,0,0,9,0,0,0.3064
2023,27,"NW","Tarsalis",21.22,191,9,0,197,9,0,0,0,0.0155,0,9,0,0,9,0,0,0.3393
2023,27,"SE","All",361.27,5419,15,70,5419,129,4,8e-04,2e-04,0.0021,5,124,0,4,30,0.2837,0.0709,0.7577
2023,27,"SE","Pipiens",6.67,100,15,69,100,14,0,0,0,0.0179,4,10,0,0,15,0,0,0.1194
2023,27,"SE","Tarsalis",354.6,5319,15,1,5319,115,4,8e-04,2e-04,0.0018,1,114,0,4,15,0.2837,0.0709,0.6383
2023,27,"SW","All",29.12,233,8,5,221,14,0,0,0,0.0231,1,13,0,0,18,0,0,0.5667
2023,27,"SW","Pipiens",3.25,26,8,5,20,5,0,0,0,0.1034,1,4,0,0,9,0,0,0.2295
2023,27,"SW","Tarsalis",25.88,207,8,0,201,9,0,0,0,0.0151,0,9,0,0,9,0,0,0.3372
2023,28,"BC","All",49,294,6,0,294,6,0,0,0,0.01,0,6,0,0,6,0,0,0.49
2023,28,"BC","Tarsalis",49,294,6,0,294,6,0,0,0,0.01,0,6,0,0,6,0,0,0.49
2023,28,"BE","All",1056,5280,5,0,758,18,2,0.0028,5e-04,0.0114,0,18,0,2,10,0.4218,0.0703,1.7222
2023,28,"BE","Pipiens",29,145,5,0,55,3,0,0,0,0.0313,0,3,0,0,5,0,0,0.3443
2023,28,"BE","Tarsalis",1027,5135,5,0,703,15,2,0.003,5e-04,0.0098,0,15,0,2,5,0.4218,0.0703,1.3779
2023,28,"FC","All",228.05,14071,NA,388,13683,344,19,0.0014,8e-04,0.0023,16,328,2,17,120,0.3149,0.1811,0.5274
2023,28,"FC","Pipiens",13.2,1171,NA,379,792,59,3,0.0027,7e-04,0.0074,13,46,2,1,60,0.0356,0.0092,0.0977
2023,28,"FC","Tarsalis",214.85,12900,NA,9,12891,285,16,0.0013,8e-04,0.002,3,282,0,16,60,0.2793,0.1719,0.4297
2023,28,"LV","All",202.11,7276,36,0,850,20,1,0.0011,1e-04,0.0081,0,20,0,1,12,0.1614,0.0134,1.143
2023,28,"LV","Pipiens",8.81,317,36,0,43,3,0,0,0,0.045,0,3,0,0,6,0,0,0.3226
2023,28,"LV","Tarsalis",193.31,6959,36,0,807,17,1,0.0012,1e-04,0.0061,0,17,0,1,6,0.1614,0.0134,0.8204
2023,28,"NE","All",128.3,1283,10,75,1283,42,1,7e-04,1e-04,0.0057,4,38,0,1,20,0.0955,0.0106,0.7256
2023,28,"NE","Pipiens",22.2,222,10,75,222,15,0,0,0,0.0107,4,11,0,0,10,0,0,0.2375
2023,28,"NE","Tarsalis",106.1,1061,10,0,1061,27,1,9e-04,1e-04,0.0046,0,27,0,1,10,0.0955,0.0106,0.4881
